PRODUCTID;ORDER_NUMBER;ORDER_QUANTITY;UNIT_PRICE;DELIVERY_COST;TAX_RATE
3;SO46856   ;9;EUR 99,99;EUR 33,92;0.23000
4;SO47572   ;9;EUR 1159,9;EUR 64,1;0.23000
1;SO47852   ;10;EUR 799;EUR 67,32;0.23000
2;SO48102   ;6;EUR 850;EUR 58,36;0.23000
1;SO48199   ;3;EUR 799;EUR 69,87;0.23000
2;SO48205   ;4;EUR 850;EUR 69,75;0.23000
4;SO44153   ;5;EUR 1159,9;EUR 37,78;0.23000
1;SO44154   ;6;EUR 799;EUR 57,09;0.23000
2;SO44226   ;3;EUR 850;EUR 71,76;0.23000
4;SO44330   ;1;EUR 1159,9;EUR 80,53;0.23000
2;SO44407   ;6;EUR 850;EUR 51,42;0.23000
2;SO44718   ;1;EUR 850;EUR 39,56;0.23000
5;SO47327   ;3;EUR 200;EUR 82,62;0.23000
1;SO47650   ;6;EUR 799;EUR 61,36;0.23000
2;SO48125   ;9;EUR 850;EUR 80,87;0.23000
5;SO48237   ;8;EUR 200;EUR 48,49;0.23000
1;SO44657   ;2;EUR 799;EUR 31,12;0.23000
2;SO44472   ;2;EUR 850;EUR 37,12;0.23000
2;SO44641   ;2;EUR 850;EUR 69,76;0.23000
3;SO47126   ;2;EUR 99,99;EUR 30,14;0.23000
1;SO47209   ;2;EUR 799;EUR 76,63;0.23000
3;SO48230   ;8;EUR 99,99;EUR 56,14;0.23000
1;SO46868   ;5;EUR 799;EUR 58,72;0.23000
1;SO47579   ;10;EUR 799;EUR 42,42;0.23000
3;SO44600   ;2;EUR 99,99;EUR 64,26;0.23000
1;SO47512   ;4;EUR 799;EUR 70,78;0.23000
4;SO47574   ;5;EUR 1159,9;EUR 71,63;0.23000
4;SO47887   ;3;EUR 1159,9;EUR 81,33;0.23000
5;SO44632   ;10;EUR 200;EUR 78,48;0.23000
1;SO44474   ;4;EUR 799;EUR 50,27;0.23000
2;SO47134   ;4;EUR 850;EUR 37,84;0.23000
2;SO47516   ;1;EUR 850;EUR 32,52;0.23000
1;SO47889   ;8;EUR 799;EUR 49,1;0.23000
5;SO47951   ;1;EUR 200;EUR 54,59;0.23000
5;SO47267   ;6;EUR 200;EUR 48,86;0.23000
3;SO47580   ;8;EUR 99,99;EUR 72,1;0.23000
1;SO47822   ;5;EUR 799;EUR 73,27;0.23000
5;SO44633   ;10;EUR 200;EUR 45,89;0.23000
1;SO47149   ;3;EUR 799;EUR 81,39;0.23000
5;SO47191   ;2;EUR 200;EUR 74,66;0.23000
3;SO47647   ;9;EUR 99,99;EUR 32,23;0.23000
4;SO48140   ;5;EUR 1159,9;EUR 48,14;0.23000
5;SO44665   ;5;EUR 200;EUR 83,29;0.23000
5;SO46735   ;8;EUR 200;EUR 76,37;0.23000
4;SO46886   ;7;EUR 1159,9;EUR 37,85;0.23000
3;SO47271   ;3;EUR 99,99;EUR 64,14;0.23000
5;SO47838   ;4;EUR 200;EUR 30,9;0.23000
2;SO47920   ;10;EUR 850;EUR 71,11;0.23000
4;SO47250   ;2;EUR 1159,9;EUR 45,56;0.23000
4;SO47556   ;3;EUR 1159,9;EUR 37,52;0.23000
3;SO47760   ;7;EUR 99,99;EUR 53,12;0.23000
2;SO48152   ;1;EUR 850;EUR 49,25;0.23000
5;SO44430   ;6;EUR 200;EUR 59,98;0.23000
4;SO44611   ;5;EUR 1159,9;EUR 60,17;0.23000
1;SO44691   ;9;EUR 799;EUR 75,05;0.23000
4;SO46739   ;5;EUR 1159,9;EUR 69,34;0.23000
3;SO46836   ;8;EUR 99,99;EUR 35,03;0.23000
5;SO46873   ;9;EUR 200;EUR 70,7;0.23000
4;SO47576   ;7;EUR 1159,9;EUR 79,97;0.23000
5;SO47791   ;7;EUR 200;EUR 76,15;0.23000
2;SO47244   ;5;EUR 850;EUR 85,71;0.23000
1;SO47325   ;1;EUR 799;EUR 34,08;0.23000
4;SO47622   ;8;EUR 1159,9;EUR 49,04;0.23000
1;SO47954   ;7;EUR 799;EUR 77,75;0.23000
2;SO48100   ;8;EUR 850;EUR 42,03;0.23000
4;SO46710   ;2;EUR 1159,9;EUR 67,26;0.23000
3;SO47496   ;3;EUR 99,99;EUR 67,76;0.23000
5;SO47844   ;5;EUR 200;EUR 80,38;0.23000
1;SO47259   ;6;EUR 799;EUR 81,1;0.23000
1;SO47273   ;1;EUR 799;EUR 48,49;0.23000
1;SO47345   ;6;EUR 799;EUR 60,62;0.23000
2;SO47460   ;1;EUR 850;EUR 39,49;0.23000
2;SO48093   ;4;EUR 850;EUR 43,24;0.23000
3;SO46742   ;6;EUR 99,99;EUR 81,56;0.23000
4;SO46923   ;10;EUR 1159,9;EUR 55,49;0.23000
3;SO47110   ;6;EUR 99,99;EUR 49,35;0.23000
4;SO47224   ;2;EUR 1159,9;EUR 46,38;0.23000
5;SO44418   ;2;EUR 200;EUR 77,82;0.23000
5;SO47956   ;6;EUR 200;EUR 71,46;0.23000
5;SO48119   ;2;EUR 200;EUR 62,4;0.23000
4;SO48236   ;9;EUR 1159,9;EUR 51,71;0.23000
3;SO44658   ;10;EUR 99,99;EUR 79,81;0.23000
1;SO46744   ;5;EUR 799;EUR 32,04;0.23000
5;SO47846   ;1;EUR 200;EUR 49,46;0.23000
4;SO43745   ;9;EUR 1159,9;EUR 70,47;0.23000
5;SO43784   ;1;EUR 200;EUR 50,41;0.23000
1;SO44476   ;7;EUR 799;EUR 61,71;0.23000
4;SO46708   ;6;EUR 1159,9;EUR 33,84;0.23000
3;SO46797   ;10;EUR 99,99;EUR 35,17;0.23000
2;SO46849   ;6;EUR 850;EUR 40,41;0.23000
3;SO46928   ;6;EUR 99,99;EUR 80,65;0.23000
1;SO48413   ;10;EUR 799;EUR 75,59;0.23000
2;SO44631   ;3;EUR 850;EUR 47,26;0.23000
5;SO46843   ;8;EUR 200;EUR 35,96;0.23000
1;SO47141   ;10;EUR 799;EUR 47,22;0.23000
5;SO44719   ;1;EUR 200;EUR 42,91;0.23000
5;SO47341   ;4;EUR 200;EUR 81,09;0.23000
2;SO47919   ;5;EUR 850;EUR 34,53;0.23000
2;SO44614   ;4;EUR 850;EUR 58,36;0.23000
3;SO46798   ;7;EUR 99,99;EUR 74,35;0.23000
5;SO46914   ;5;EUR 200;EUR 66,52;0.23000
4;SO48121   ;1;EUR 1159,9;EUR 52,59;0.23000
2;SO46908   ;1;EUR 850;EUR 62,77;0.23000
4;SO47158   ;6;EUR 1159,9;EUR 81,57;0.23000
1;SO47473   ;9;EUR 799;EUR 47,87;0.23000
5;SO47559   ;9;EUR 200;EUR 58,93;0.23000
5;SO47756   ;7;EUR 200;EUR 32,39;0.23000
3;SO47781   ;10;EUR 99,99;EUR 77,23;0.23000
3;SO47888   ;7;EUR 99,99;EUR 81,5;0.23000
5;SO48179   ;3;EUR 200;EUR 39,96;0.23000
4;SO43727   ;8;EUR 1159,9;EUR 63,06;0.23000
5;SO43760   ;3;EUR 200;EUR 46,2;0.23000
4;SO44620   ;5;EUR 1159,9;EUR 30,7;0.23000
3;SO46837   ;8;EUR 99,99;EUR 84,48;0.23000
3;SO48142   ;7;EUR 99,99;EUR 43,28;0.23000
1;SO44803   ;3;EUR 799;EUR 31,69;0.23000
2;SO47233   ;9;EUR 850;EUR 82,24;0.23000
5;SO43717   ;7;EUR 200;EUR 60,42;0.23000
3;SO43754   ;3;EUR 99,99;EUR 64,88;0.23000
2;SO43765   ;10;EUR 850;EUR 72,91;0.23000
5;SO46793   ;5;EUR 200;EUR 67,98;0.23000
5;SO47090   ;5;EUR 200;EUR 57,99;0.23000
3;SO47597   ;1;EUR 99,99;EUR 62,72;0.23000
2;SO48270   ;3;EUR 850;EUR 51,41;0.23000
2;SO43711   ;4;EUR 850;EUR 52,94;0.23000
5;SO47166   ;7;EUR 200;EUR 79,48;0.23000
3;SO47192   ;3;EUR 99,99;EUR 73;0.23000
4;SO48197   ;6;EUR 1159,9;EUR 62,43;0.23000
3;SO43731   ;5;EUR 99,99;EUR 84,66;0.23000
5;SO43735   ;3;EUR 200;EUR 42,38;0.23000
4;SO43783   ;5;EUR 1159,9;EUR 55,6;0.23000
1;SO44615   ;1;EUR 799;EUR 77,58;0.23000
5;SO44697   ;4;EUR 200;EUR 83,28;0.23000
5;SO47292   ;6;EUR 200;EUR 34,22;0.23000
5;SO47500   ;6;EUR 200;EUR 71,94;0.23000
4;SO47797   ;4;EUR 1159,9;EUR 81,26;0.23000
2;SO43919   ;3;EUR 850;EUR 63,31;0.23000
3;SO43945   ;9;EUR 99,99;EUR 55,26;0.23000
2;SO44045   ;2;EUR 850;EUR 49,4;0.23000
2;SO44714   ;10;EUR 850;EUR 59,03;0.23000
4;SO47734   ;4;EUR 1159,9;EUR 65,76;0.23000
1;SO48124   ;7;EUR 799;EUR 60,55;0.23000
3;SO48243   ;2;EUR 99,99;EUR 81,32;0.23000
1;SO48284   ;8;EUR 799;EUR 72,76;0.23000
5;SO47140   ;10;EUR 200;EUR 44,6;0.23000
4;SO47296   ;10;EUR 1159,9;EUR 42,78;0.23000
1;SO48168   ;4;EUR 799;EUR 30,91;0.23000
1;SO47109   ;10;EUR 799;EUR 65,7;0.23000
2;SO47494   ;3;EUR 850;EUR 53,81;0.23000
5;SO44443   ;2;EUR 200;EUR 66,46;0.23000
1;SO44671   ;3;EUR 799;EUR 31,5;0.23000
1;SO44735   ;4;EUR 799;EUR 47,59;0.23000
5;SO46832   ;3;EUR 200;EUR 68,75;0.23000
3;SO46910   ;6;EUR 99,99;EUR 37,6;0.23000
2;SO47321   ;1;EUR 850;EUR 39,3;0.23000
1;SO47860   ;10;EUR 799;EUR 57,58;0.23000
5;SO46844   ;5;EUR 200;EUR 75,76;0.23000
2;SO47088   ;9;EUR 850;EUR 51,34;0.23000
5;SO48201   ;3;EUR 200;EUR 35,63;0.23000
2;SO48216   ;7;EUR 850;EUR 68,14;0.23000
2;SO44156   ;1;EUR 850;EUR 37,94;0.23000
5;SO44164   ;2;EUR 200;EUR 32,56;0.23000
1;SO44182   ;2;EUR 799;EUR 66,64;0.23000
4;SO44223   ;7;EUR 1159,9;EUR 60,78;0.23000
3;SO44245   ;6;EUR 99,99;EUR 34,17;0.23000
2;SO44249   ;3;EUR 850;EUR 64,09;0.23000
3;SO44350   ;10;EUR 99,99;EUR 72,31;0.23000
1;SO44579   ;3;EUR 799;EUR 33,55;0.23000
2;SO47483   ;7;EUR 850;EUR 75,92;0.23000
2;SO44423   ;10;EUR 850;EUR 72,68;0.23000
2;SO46726   ;10;EUR 850;EUR 80,93;0.23000
5;SO46788   ;2;EUR 200;EUR 49,76;0.23000
4;SO47144   ;1;EUR 1159,9;EUR 67,78;0.23000
3;SO47339   ;3;EUR 99,99;EUR 59,42;0.23000
3;SO47638   ;6;EUR 99,99;EUR 36,1;0.23000
1;SO47757   ;8;EUR 799;EUR 73,36;0.23000
4;SO48234   ;7;EUR 1159,9;EUR 60,88;0.23000
2;SO43962   ;3;EUR 850;EUR 48,54;0.23000
3;SO43976   ;8;EUR 99,99;EUR 56,72;0.23000
2;SO43978   ;2;EUR 850;EUR 83,05;0.23000
3;SO44004   ;1;EUR 99,99;EUR 72,72;0.23000
4;SO44006   ;6;EUR 1159,9;EUR 75,28;0.23000
2;SO44026   ;10;EUR 850;EUR 51,21;0.23000
3;SO46766   ;10;EUR 99,99;EUR 36,47;0.23000
4;SO44437   ;7;EUR 1159,9;EUR 55,59;0.23000
4;SO47162   ;3;EUR 1159,9;EUR 77,21;0.23000
2;SO43986   ;5;EUR 850;EUR 63,11;0.23000
2;SO44480   ;9;EUR 850;EUR 69,44;0.23000
5;SO46912   ;5;EUR 200;EUR 45,79;0.23000
3;SO47649   ;9;EUR 99,99;EUR 39,44;0.23000
5;SO44585   ;3;EUR 200;EUR 34,2;0.23000
5;SO44593   ;1;EUR 200;EUR 68,23;0.23000
1;SO47318   ;4;EUR 799;EUR 30,24;0.23000
3;SO48217   ;4;EUR 99,99;EUR 80,59;0.23000
1;SO46770   ;6;EUR 799;EUR 67,6;0.23000
5;SO46795   ;9;EUR 200;EUR 45,43;0.23000
3;SO43820   ;5;EUR 99,99;EUR 81,46;0.23000
3;SO43823   ;4;EUR 99,99;EUR 82,14;0.23000
5;SO43952   ;10;EUR 200;EUR 56,09;0.23000
5;SO43977   ;9;EUR 200;EUR 77,11;0.23000
5;SO43985   ;6;EUR 200;EUR 31,72;0.23000
2;SO44457   ;7;EUR 850;EUR 37,64;0.23000
3;SO46719   ;1;EUR 99,99;EUR 57,01;0.23000
3;SO46794   ;7;EUR 99,99;EUR 82,98;0.23000
5;SO47142   ;7;EUR 200;EUR 66,2;0.23000
5;SO47228   ;6;EUR 200;EUR 43,85;0.23000
2;SO47800   ;2;EUR 850;EUR 67,31;0.23000
3;SO47490   ;7;EUR 99,99;EUR 32,32;0.23000
3;SO47564   ;5;EUR 99,99;EUR 31,02;0.23000
1;SO47603   ;3;EUR 799;EUR 73,17;0.23000
4;SO47879   ;4;EUR 1159,9;EUR 47,23;0.23000
5;SO48253   ;2;EUR 200;EUR 63,82;0.23000
1;SO44166   ;7;EUR 799;EUR 82,95;0.23000
5;SO43791   ;6;EUR 200;EUR 69,3;0.23000
3;SO46765   ;1;EUR 99,99;EUR 79,77;0.23000
5;SO47169   ;2;EUR 200;EUR 48,11;0.23000
1;SO48184   ;1;EUR 799;EUR 83,05;0.23000
5;SO46731   ;9;EUR 200;EUR 42,61;0.23000
1;SO48411   ;4;EUR 799;EUR 75,76;0.23000
4;SO44145   ;4;EUR 1159,9;EUR 83,7;0.23000
4;SO44147   ;10;EUR 1159,9;EUR 45,98;0.23000
4;SO44157   ;4;EUR 1159,9;EUR 73,4;0.23000
1;SO44184   ;8;EUR 799;EUR 84,13;0.23000
4;SO44232   ;9;EUR 1159,9;EUR 80,66;0.23000
3;SO44240   ;9;EUR 99,99;EUR 78,8;0.23000
4;SO44267   ;6;EUR 1159,9;EUR 63,52;0.23000
4;SO46804   ;6;EUR 1159,9;EUR 68,2;0.23000
2;SO46861   ;3;EUR 850;EUR 74,78;0.23000
3;SO46872   ;4;EUR 99,99;EUR 45,01;0.23000
2;SO47092   ;6;EUR 850;EUR 46,53;0.23000
1;SO47299   ;3;EUR 799;EUR 35,26;0.23000
4;SO47829   ;10;EUR 1159,9;EUR 73,75;0.23000
3;SO44064   ;10;EUR 99,99;EUR 57,57;0.23000
4;SO44146   ;6;EUR 1159,9;EUR 68,14;0.23000
2;SO44168   ;7;EUR 850;EUR 77,47;0.23000
4;SO44183   ;1;EUR 1159,9;EUR 81,05;0.23000
2;SO44362   ;3;EUR 850;EUR 44,59;0.23000
2;SO44725   ;2;EUR 850;EUR 50,12;0.23000
5;SO46867   ;10;EUR 200;EUR 77,63;0.23000
4;SO47611   ;10;EUR 1159,9;EUR 32,38;0.23000
3;SO44199   ;7;EUR 99,99;EUR 51,02;0.23000
5;SO44268   ;7;EUR 200;EUR 33,52;0.23000
3;SO44321   ;9;EUR 99,99;EUR 36,9;0.23000
1;SO44336   ;5;EUR 799;EUR 57,49;0.23000
5;SO44385   ;6;EUR 200;EUR 81,44;0.23000
2;SO44414   ;9;EUR 850;EUR 53,39;0.23000
5;SO44617   ;9;EUR 200;EUR 80,42;0.23000
3;SO46781   ;4;EUR 99,99;EUR 33,99;0.23000
2;SO47202   ;8;EUR 850;EUR 52,03;0.23000
4;SO47218   ;10;EUR 1159,9;EUR 43,71;0.23000
5;SO47323   ;6;EUR 200;EUR 32,65;0.23000
3;SO44646   ;6;EUR 99,99;EUR 34,38;0.23000
5;SO47750   ;1;EUR 200;EUR 50,78;0.23000
1;SO47193   ;6;EUR 799;EUR 80,78;0.23000
3;SO47835   ;4;EUR 99,99;EUR 71,54;0.23000
2;SO46891   ;9;EUR 850;EUR 72,15;0.23000
2;SO47212   ;4;EUR 850;EUR 72,19;0.23000
3;SO47289   ;8;EUR 99,99;EUR 54,14;0.23000
5;SO47594   ;2;EUR 200;EUR 55,42;0.23000
2;SO47098   ;3;EUR 850;EUR 65,36;0.23000
4;SO47482   ;2;EUR 1159,9;EUR 84,06;0.23000
1;SO47903   ;5;EUR 799;EUR 41,22;0.23000
1;SO46769   ;4;EUR 799;EUR 69,4;0.23000
3;SO46895   ;10;EUR 99,99;EUR 77,04;0.23000
1;SO47185   ;4;EUR 799;EUR 79,37;0.23000
5;SO48107   ;1;EUR 200;EUR 55,09;0.23000
4;SO44583   ;2;EUR 1159,9;EUR 75,87;0.23000
4;SO47175   ;9;EUR 1159,9;EUR 54,09;0.23000
1;SO47278   ;4;EUR 799;EUR 49,09;0.23000
2;SO47477   ;8;EUR 850;EUR 68,01;0.23000
4;SO43834   ;7;EUR 1159,9;EUR 46,61;0.23000
4;SO43836   ;2;EUR 1159,9;EUR 66,25;0.23000
4;SO43921   ;2;EUR 1159,9;EUR 62,55;0.23000
3;SO43966   ;8;EUR 99,99;EUR 70,51;0.23000
3;SO44014   ;9;EUR 99,99;EUR 55,83;0.23000
3;SO44029   ;10;EUR 99,99;EUR 67,3;0.23000
4;SO47332   ;9;EUR 1159,9;EUR 31,69;0.23000
1;SO43750   ;3;EUR 799;EUR 67,79;0.23000
5;SO43755   ;8;EUR 200;EUR 54;0.23000
1;SO43756   ;6;EUR 799;EUR 34,7;0.23000
5;SO43808   ;9;EUR 200;EUR 50,88;0.23000
5;SO46752   ;6;EUR 200;EUR 54,51;0.23000
5;SO47752   ;7;EUR 200;EUR 84,22;0.23000
1;SO47799   ;9;EUR 799;EUR 83,26;0.23000
2;SO48417   ;2;EUR 850;EUR 45,93;0.23000
2;SO47347   ;2;EUR 850;EUR 74,9;0.23000
2;SO47628   ;6;EUR 850;EUR 36,97;0.23000
5;SO44142   ;5;EUR 200;EUR 39,02;0.23000
3;SO44213   ;4;EUR 99,99;EUR 45,86;0.23000
5;SO44254   ;2;EUR 200;EUR 60,53;0.23000
3;SO44334   ;9;EUR 99,99;EUR 57,75;0.23000
2;SO44352   ;9;EUR 850;EUR 40,77;0.23000
1;SO44392   ;3;EUR 799;EUR 80,1;0.23000
1;SO44664   ;2;EUR 799;EUR 54,97;0.23000
2;SO47116   ;8;EUR 850;EUR 38,27;0.23000
3;SO47258   ;1;EUR 99,99;EUR 57,6;0.23000
3;SO47927   ;1;EUR 99,99;EUR 52,59;0.23000
3;SO48418   ;3;EUR 99,99;EUR 54,09;0.23000
2;SO46758   ;2;EUR 850;EUR 66,65;0.23000
3;SO48097   ;10;EUR 99,99;EUR 51,35;0.23000
2;SO48108   ;2;EUR 850;EUR 47,02;0.23000
1;SO46870   ;10;EUR 799;EUR 77,49;0.23000
5;SO47086   ;10;EUR 200;EUR 77,83;0.23000
3;SO48115   ;10;EUR 99,99;EUR 51,57;0.23000
5;SO43922   ;2;EUR 200;EUR 74,14;0.23000
5;SO43993   ;2;EUR 200;EUR 68,98;0.23000
5;SO44017   ;1;EUR 200;EUR 61,44;0.23000
4;SO44040   ;7;EUR 1159,9;EUR 70,02;0.23000
5;SO47337   ;7;EUR 200;EUR 61,21;0.23000
4;SO47600   ;2;EUR 1159,9;EUR 41,7;0.23000
1;SO47911   ;8;EUR 799;EUR 80,82;0.23000
5;SO48245   ;6;EUR 200;EUR 40,76;0.23000
5;SO44613   ;2;EUR 200;EUR 40,72;0.23000
2;SO44723   ;1;EUR 850;EUR 68,57;0.23000
1;SO47163   ;3;EUR 799;EUR 55,37;0.23000
3;SO47856   ;7;EUR 99,99;EUR 55,19;0.23000
4;SO48403   ;8;EUR 1159,9;EUR 55,26;0.23000
1;SO44144   ;6;EUR 799;EUR 81,47;0.23000
1;SO44176   ;6;EUR 799;EUR 76,52;0.23000
5;SO44200   ;8;EUR 200;EUR 42,77;0.23000
2;SO44209   ;4;EUR 850;EUR 43,55;0.23000
1;SO44210   ;5;EUR 799;EUR 78,02;0.23000
5;SO44234   ;8;EUR 200;EUR 70,98;0.23000
4;SO44244   ;9;EUR 1159,9;EUR 73,4;0.23000
4;SO44271   ;9;EUR 1159,9;EUR 82,06;0.23000
5;SO44279   ;5;EUR 200;EUR 60,35;0.23000
1;SO44360   ;1;EUR 799;EUR 77,16;0.23000
4;SO44397   ;3;EUR 1159,9;EUR 57,74;0.23000
2;SO44726   ;10;EUR 850;EUR 70,83;0.23000
3;SO47154   ;6;EUR 99,99;EUR 82,28;0.23000
4;SO48120   ;2;EUR 1159,9;EUR 40,24;0.23000
3;SO47113   ;6;EUR 99,99;EUR 51,11;0.23000
4;SO47886   ;1;EUR 1159,9;EUR 48,81;0.23000
4;SO48419   ;6;EUR 1159,9;EUR 35,68;0.23000
1;SO47732   ;9;EUR 799;EUR 32,25;0.23000
3;SO43746   ;1;EUR 99,99;EUR 77,43;0.23000
4;SO43768   ;10;EUR 1159,9;EUR 63,68;0.23000
2;SO43769   ;8;EUR 850;EUR 35,07;0.23000
1;SO43772   ;10;EUR 799;EUR 36,2;0.23000
1;SO43785   ;8;EUR 799;EUR 73,29;0.23000
5;SO44663   ;9;EUR 200;EUR 70,31;0.23000
4;SO46862   ;8;EUR 1159,9;EUR 56,78;0.23000
4;SO46920   ;5;EUR 1159,9;EUR 42,59;0.23000
3;SO44700   ;2;EUR 99,99;EUR 53,94;0.23000
2;SO48148   ;5;EUR 850;EUR 52,54;0.23000
1;SO43818   ;9;EUR 799;EUR 66,83;0.23000
3;SO43957   ;10;EUR 99,99;EUR 57,92;0.23000
5;SO43969   ;5;EUR 200;EUR 36,57;0.23000
5;SO43975   ;2;EUR 200;EUR 55,95;0.23000
1;SO44031   ;8;EUR 799;EUR 71,26;0.23000
1;SO44058   ;7;EUR 799;EUR 42,66;0.23000
3;SO44660   ;9;EUR 99,99;EUR 73,2;0.23000
1;SO46919   ;3;EUR 799;EUR 60,13;0.23000
2;SO47213   ;5;EUR 850;EUR 61,38;0.23000
4;SO47488   ;1;EUR 1159,9;EUR 38,02;0.23000
1;SO48155   ;10;EUR 799;EUR 35,09;0.23000
1;SO48257   ;4;EUR 799;EUR 42,82;0.23000
2;SO44070   ;5;EUR 850;EUR 58,57;0.23000
1;SO44158   ;1;EUR 799;EUR 31,22;0.23000
5;SO44177   ;10;EUR 200;EUR 65,33;0.23000
4;SO44402   ;2;EUR 1159,9;EUR 47,46;0.23000
4;SO46808   ;3;EUR 1159,9;EUR 52,5;0.23000
3;SO46812   ;10;EUR 99,99;EUR 34,36;0.23000
1;SO46830   ;2;EUR 799;EUR 85,25;0.23000
4;SO46913   ;6;EUR 1159,9;EUR 32,42;0.23000
4;SO47119   ;6;EUR 1159,9;EUR 82,79;0.23000
2;SO47334   ;7;EUR 850;EUR 76,68;0.23000
2;SO47915   ;10;EUR 850;EUR 52,53;0.23000
5;SO44645   ;8;EUR 200;EUR 60,92;0.23000
5;SO46792   ;4;EUR 200;EUR 45,28;0.23000
4;SO47099   ;5;EUR 1159,9;EUR 62,07;0.23000
1;SO47632   ;3;EUR 799;EUR 74,37;0.23000
4;SO48191   ;4;EUR 1159,9;EUR 80,6;0.23000
2;SO48248   ;5;EUR 850;EUR 47,33;0.23000
4;SO45087   ;4;EUR 1159,9;EUR 74,11;0.23000
2;SO45442   ;5;EUR 850;EUR 37,29;0.23000
13;SO45732   ;2;EUR 399;EUR 65,19;0.23000
11;SO48938   ;2;EUR 433,33;EUR 38,7;0.23000
11;SO49213   ;7;EUR 433,33;EUR 85,46;0.23000
10;SO49658   ;7;EUR 1490;EUR 53,51;0.23000
9;SO49788   ;3;EUR 503,96;EUR 41,84;0.23000
8;SO49798   ;7;EUR 1954,74;EUR 62;0.23000
9;SO50097   ;6;EUR 503,96;EUR 68,38;0.23000
9;SO49336   ;4;EUR 503,96;EUR 41,57;0.23000
12;SO44918   ;2;EUR 299,99;EUR 30,28;0.23000
2;SO45607   ;2;EUR 850;EUR 42,73;0.23000
13;SO45681   ;10;EUR 399;EUR 32,97;0.23000
12;SO45994   ;8;EUR 299,99;EUR 60,55;0.23000
6;SO50058   ;4;EUR 2229,5;EUR 73,04;0.23000
12;SO45202   ;2;EUR 299,99;EUR 61,26;0.23000
5;SO45434   ;4;EUR 200;EUR 42,91;0.23000
4;SO45590   ;2;EUR 1159,9;EUR 83,97;0.23000
4;SO45999   ;2;EUR 1159,9;EUR 47,37;0.23000
9;SO48468   ;4;EUR 503,96;EUR 77,6;0.23000
7;SO48497   ;3;EUR 1306;EUR 61,17;0.23000
6;SO44959   ;8;EUR 2229,5;EUR 33,29;0.23000
11;SO45171   ;3;EUR 433,33;EUR 47,26;0.23000
13;SO45751   ;3;EUR 399;EUR 50,45;0.23000
7;SO49773   ;2;EUR 1306;EUR 69,43;0.23000
8;SO44909   ;9;EUR 1954,74;EUR 33,88;0.23000
13;SO44972   ;1;EUR 399;EUR 37,88;0.23000
4;SO45128   ;7;EUR 1159,9;EUR 41,12;0.23000
10;SO45692   ;2;EUR 1490;EUR 73,98;0.23000
5;SO44921   ;5;EUR 200;EUR 78,08;0.23000
4;SO45499   ;4;EUR 1159,9;EUR 56,29;0.23000
10;SO45945   ;3;EUR 1490;EUR 47,99;0.23000
13;SO48692   ;1;EUR 399;EUR 49,3;0.23000
7;SO49033   ;5;EUR 1306;EUR 49,93;0.23000
9;SO49356   ;4;EUR 503,96;EUR 52,65;0.23000
2;SO50077   ;10;EUR 850;EUR 32,73;0.23000
5;SO48856   ;1;EUR 200;EUR 48,52;0.23000
6;SO49645   ;2;EUR 2229,5;EUR 52,9;0.23000
12;SO49708   ;3;EUR 299,99;EUR 35,15;0.23000
6;SO49751   ;2;EUR 2229,5;EUR 37,36;0.23000
10;SO45658   ;6;EUR 1490;EUR 47,72;0.23000
9;SO45963   ;6;EUR 503,96;EUR 38,61;0.23000
