PRODUCTID;ORDER_NUMBER;ORDER_QUANTITY;UNIT_PRICE;DELIVERY_COST;TAX_RATE
3;SO44242   ;6;EUR 99,99;EUR 34,87;0.23000
4;SO44251   ;9;EUR 1159,9;EUR 32,97;0.23000
2;SO44275   ;9;EUR 850;EUR 57,3;0.23000
4;SO44349   ;3;EUR 1159,9;EUR 97,51;0.23000
2;SO44386   ;10;EUR 850;EUR 44,57;0.23000
1;SO44401   ;4;EUR 799;EUR 85,39;0.23000
3;SO44155   ;5;EUR 99,99;EUR 43,83;0.23000
3;SO44169   ;2;EUR 99,99;EUR 46,57;0.23000
1;SO44277   ;9;EUR 799;EUR 88,22;0.23000
1;SO44337   ;3;EUR 799;EUR 76,17;0.23000
3;SO44396   ;1;EUR 99,99;EUR 38,93;0.23000
3;SO44403   ;1;EUR 99,99;EUR 82,59;0.23000
3;SO44409   ;7;EUR 99,99;EUR 78,55;0.23000
4;SO44413   ;10;EUR 1159,9;EUR 65,97;0.23000
3;SO44135   ;4;EUR 99,99;EUR 99,04;0.23000
5;SO44174   ;6;EUR 200;EUR 59,71;0.23000
1;SO44224   ;4;EUR 799;EUR 93,13;0.23000
3;SO44167   ;1;EUR 99,99;EUR 57,49;0.23000
4;SO44068   ;10;EUR 1159,9;EUR 92,19;0.23000
5;SO44072   ;10;EUR 200;EUR 30,21;0.23000
3;SO44202   ;4;EUR 99,99;EUR 91,2;0.23000
4;SO44215   ;9;EUR 1159,9;EUR 64,87;0.23000
3;SO44256   ;5;EUR 99,99;EUR 72,09;0.23000
1;SO44323   ;3;EUR 799;EUR 40,03;0.23000
1;SO44372   ;6;EUR 799;EUR 75,58;0.23000
2;SO44391   ;9;EUR 850;EUR 39,76;0.23000
4;SO44393   ;6;EUR 1159,9;EUR 43,82;0.23000
1;SO44406   ;9;EUR 799;EUR 71,77;0.23000
3;SO44736   ;3;EUR 99,99;EUR 93,89;0.23000
1;SO44194   ;1;EUR 799;EUR 47,44;0.23000
2;SO44368   ;5;EUR 850;EUR 62,25;0.23000
4;SO44461   ;6;EUR 1159,9;EUR 34,29;0.23000
2;SO44220   ;7;EUR 850;EUR 61,41;0.23000
5;SO44218   ;7;EUR 200;EUR 88,5;0.23000
1;SO44238   ;6;EUR 799;EUR 75,76;0.23000
3;SO44266   ;8;EUR 99,99;EUR 88,8;0.23000
1;SO44322   ;5;EUR 799;EUR 35,18;0.23000
3;SO44378   ;5;EUR 99,99;EUR 75,7;0.23000
1;SO44405   ;9;EUR 799;EUR 94,77;0.23000
1;SO44190   ;9;EUR 799;EUR 69,97;0.23000
1;SO44212   ;5;EUR 799;EUR 91,52;0.23000
2;SO44248   ;7;EUR 850;EUR 82,13;0.23000
2;SO44390   ;1;EUR 850;EUR 82,71;0.23000
5;SO44709   ;7;EUR 200;EUR 79,49;0.23000
5;SO44446   ;1;EUR 200;EUR 96,23;0.23000
3;SO44669   ;6;EUR 99,99;EUR 89,31;0.23000
2;SO44704   ;8;EUR 850;EUR 48;0.23000
4;SO44622   ;7;EUR 1159,9;EUR 80,87;0.23000
5;SO44453   ;1;EUR 200;EUR 43,71;0.23000
4;SO44599   ;9;EUR 1159,9;EUR 77,09;0.23000
3;SO44710   ;1;EUR 99,99;EUR 69,46;0.23000
5;SO44717   ;2;EUR 200;EUR 73,71;0.23000
1;SO44591   ;6;EUR 799;EUR 49,45;0.23000
2;SO44693   ;10;EUR 850;EUR 31,55;0.23000
9;SO44927   ;6;EUR 503,96;EUR 56,76;0.23000
4;SO45084   ;6;EUR 1159,9;EUR 43,37;0.23000
8;SO45846   ;5;EUR 1954,74;EUR 32,06;0.23000
4;SO44913   ;10;EUR 1159,9;EUR 93,51;0.23000
9;SO44968   ;5;EUR 503,96;EUR 80,52;0.23000
12;SO44830   ;5;EUR 299,99;EUR 94,82;0.23000
2;SO44963   ;3;EUR 850;EUR 49,92;0.23000
4;SO45018   ;4;EUR 1159,9;EUR 83,84;0.23000
4;SO45869   ;10;EUR 1159,9;EUR 82,01;0.23000
11;SO45941   ;4;EUR 433,33;EUR 45,29;0.23000
3;SO45143   ;4;EUR 99,99;EUR 96,16;0.23000
4;SO45255   ;9;EUR 1159,9;EUR 72,01;0.23000
12;SO45617   ;8;EUR 299,99;EUR 73,94;0.23000
3;SO44862   ;5;EUR 99,99;EUR 91,85;0.23000
5;SO45099   ;6;EUR 200;EUR 47,24;0.23000
10;SO45411   ;8;EUR 1490;EUR 94,13;0.23000
2;SO45451   ;8;EUR 850;EUR 54,61;0.23000
3;SO45606   ;9;EUR 99,99;EUR 90,07;0.23000
6;SO45762   ;3;EUR 2229,5;EUR 55,67;0.23000
8;SO45345   ;1;EUR 1954,74;EUR 39,84;0.23000
10;SO45490   ;4;EUR 1490;EUR 92,25;0.23000
2;SO45514   ;1;EUR 850;EUR 83,3;0.23000
12;SO45155   ;3;EUR 299,99;EUR 59,01;0.23000
10;SO45448   ;2;EUR 1490;EUR 64,94;0.23000
9;SO45774   ;6;EUR 503,96;EUR 55,34;0.23000
9;SO45001   ;9;EUR 503,96;EUR 36,13;0.23000
4;SO45092   ;6;EUR 1159,9;EUR 50,09;0.23000
6;SO45103   ;2;EUR 2229,5;EUR 67,41;0.23000
13;SO45114   ;7;EUR 399;EUR 49,04;0.23000
11;SO45123   ;1;EUR 433,33;EUR 42,58;0.23000
12;SO44917   ;8;EUR 299,99;EUR 32,58;0.23000
9;SO45221   ;9;EUR 503,96;EUR 93,96;0.23000
9;SO45883   ;10;EUR 503,96;EUR 36,37;0.23000
4;SO45921   ;7;EUR 1159,9;EUR 82,88;0.23000
11;SO45940   ;2;EUR 433,33;EUR 38,03;0.23000
9;SO45962   ;6;EUR 503,96;EUR 90,03;0.23000
3;SO45483   ;2;EUR 99,99;EUR 72,32;0.23000
6;SO44810   ;4;EUR 2229,5;EUR 32,22;0.23000
7;SO45509   ;7;EUR 1306;EUR 86,01;0.23000
7;SO45750   ;4;EUR 1306;EUR 54,84;0.23000
3;SO45902   ;3;EUR 99,99;EUR 69,75;0.23000
2;SO46115   ;7;EUR 850;EUR 66,21;0.23000
7;SO45355   ;5;EUR 1306;EUR 59,25;0.23000
6;SO45379   ;7;EUR 2229,5;EUR 89,81;0.23000
13;SO45122   ;4;EUR 399;EUR 52,43;0.23000
9;SO45222   ;9;EUR 503,96;EUR 64,42;0.23000
7;SO45497   ;4;EUR 1306;EUR 42,77;0.23000
7;SO45583   ;2;EUR 1306;EUR 53,58;0.23000
3;SO45660   ;4;EUR 99,99;EUR 59,03;0.23000
6;SO45683   ;8;EUR 2229,5;EUR 55,21;0.23000
5;SO44942   ;10;EUR 200;EUR 48,8;0.23000
2;SO45598   ;5;EUR 850;EUR 33,18;0.23000
11;SO45759   ;9;EUR 433,33;EUR 63,45;0.23000
10;SO45819   ;4;EUR 1490;EUR 57,94;0.23000
6;SO45159   ;1;EUR 2229,5;EUR 53,72;0.23000
2;SO45203   ;7;EUR 850;EUR 60,92;0.23000
2;SO45220   ;10;EUR 850;EUR 43,56;0.23000
6;SO45218   ;8;EUR 2229,5;EUR 66,06;0.23000
6;SO45415   ;6;EUR 2229,5;EUR 98,62;0.23000
3;SO45488   ;5;EUR 99,99;EUR 63,76;0.23000
6;SO45019   ;1;EUR 2229,5;EUR 88,73;0.23000
13;SO45182   ;7;EUR 399;EUR 90,48;0.23000
8;SO44903   ;4;EUR 1954,74;EUR 51,32;0.23000
6;SO45636   ;7;EUR 2229,5;EUR 82,78;0.23000
8;SO45874   ;7;EUR 1954,74;EUR 44,15;0.23000
10;SO45446   ;9;EUR 1490;EUR 41,95;0.23000
8;SO44866   ;9;EUR 1954,74;EUR 56,93;0.23000
9;SO44896   ;10;EUR 503,96;EUR 81,51;0.23000
13;SO45674   ;5;EUR 399;EUR 95,41;0.23000
3;SO45716   ;2;EUR 99,99;EUR 81,83;0.23000
5;SO44925   ;8;EUR 200;EUR 60,47;0.23000
7;SO45108   ;8;EUR 1306;EUR 61,1;0.23000
2;SO45156   ;4;EUR 850;EUR 90,05;0.23000
6;SO44892   ;2;EUR 2229,5;EUR 95,22;0.23000
8;SO45763   ;10;EUR 1954,74;EUR 57,26;0.23000
6;SO45005   ;5;EUR 2229,5;EUR 88,38;0.23000
9;SO45118   ;6;EUR 503,96;EUR 57,69;0.23000
3;SO45217   ;1;EUR 99,99;EUR 52,02;0.23000
2;SO45375   ;1;EUR 850;EUR 32,97;0.23000
12;SO45730   ;1;EUR 299,99;EUR 58,75;0.23000
3;SO45383   ;1;EUR 99,99;EUR 50,49;0.23000
11;SO45885   ;2;EUR 433,33;EUR 94,51;0.23000
12;SO44851   ;5;EUR 299,99;EUR 70,3;0.23000
10;SO45405   ;7;EUR 1490;EUR 68,75;0.23000
2;SO45619   ;3;EUR 850;EUR 98,91;0.23000
4;SO45717   ;2;EUR 1159,9;EUR 99,81;0.23000
2;SO45930   ;6;EUR 850;EUR 43,68;0.23000
13;SO44828   ;2;EUR 399;EUR 56,44;0.23000
13;SO44848   ;2;EUR 399;EUR 62,41;0.23000
13;SO44955   ;6;EUR 399;EUR 51,82;0.23000
2;SO45586   ;6;EUR 850;EUR 31,84;0.23000
5;SO45912   ;9;EUR 200;EUR 54,25;0.23000
13;SO46114   ;6;EUR 399;EUR 99,35;0.23000
12;SO44886   ;4;EUR 299,99;EUR 82,65;0.23000
9;SO45086   ;2;EUR 503,96;EUR 57,66;0.23000
13;SO45365   ;5;EUR 399;EUR 56,88;0.23000
2;SO45589   ;4;EUR 850;EUR 95,95;0.23000
2;SO45021   ;5;EUR 850;EUR 74,97;0.23000
7;SO45837   ;7;EUR 1306;EUR 82,49;0.23000
5;SO44832   ;10;EUR 200;EUR 87,87;0.23000
6;SO45097   ;8;EUR 2229,5;EUR 94,3;0.23000
4;SO45242   ;5;EUR 1159,9;EUR 37,45;0.23000
3;SO44940   ;2;EUR 99,99;EUR 40,02;0.23000
7;SO45089   ;8;EUR 1306;EUR 82,27;0.23000
13;SO44826   ;8;EUR 399;EUR 55,94;0.23000
7;SO45494   ;2;EUR 1306;EUR 53,21;0.23000
5;SO45772   ;4;EUR 200;EUR 65,61;0.23000
11;SO44847   ;2;EUR 433,33;EUR 72,46;0.23000
9;SO44987   ;4;EUR 503,96;EUR 89,94;0.23000
4;SO45506   ;6;EUR 1159,9;EUR 32,46;0.23000
7;SO45705   ;7;EUR 1306;EUR 80,49;0.23000
10;SO45987   ;6;EUR 1490;EUR 54,66;0.23000
8;SO46119   ;6;EUR 1954,74;EUR 73,07;0.23000
3;SO45943   ;6;EUR 99,99;EUR 34,38;0.23000
5;SO44914   ;3;EUR 200;EUR 40,34;0.23000
11;SO45026   ;2;EUR 433,33;EUR 66,97;0.23000
10;SO45219   ;4;EUR 1490;EUR 55,39;0.23000
6;SO45412   ;8;EUR 2229,5;EUR 54,07;0.23000
4;SO44937   ;8;EUR 1159,9;EUR 91,6;0.23000
5;SO45423   ;8;EUR 200;EUR 62,17;0.23000
2;SO45612   ;1;EUR 850;EUR 99,09;0.23000
2;SO45881   ;10;EUR 850;EUR 41,51;0.23000
11;SO45701   ;10;EUR 433,33;EUR 57,07;0.23000
10;SO45966   ;2;EUR 1490;EUR 51,34;0.23000
9;SO46012   ;6;EUR 503,96;EUR 78,77;0.23000
13;SO44853   ;7;EUR 399;EUR 75,85;0.23000
3;SO45233   ;4;EUR 99,99;EUR 99,34;0.23000
8;SO45729   ;6;EUR 1954,74;EUR 77,03;0.23000
3;SO45851   ;6;EUR 99,99;EUR 83,47;0.23000
8;SO45002   ;9;EUR 1954,74;EUR 52,29;0.23000
9;SO44825   ;5;EUR 503,96;EUR 76,46;0.23000
11;SO45231   ;2;EUR 433,33;EUR 66,26;0.23000
13;SO45397   ;5;EUR 399;EUR 98,29;0.23000
12;SO45078   ;8;EUR 299,99;EUR 37,75;0.23000
3;SO45501   ;4;EUR 99,99;EUR 71,54;0.23000
5;SO45840   ;5;EUR 200;EUR 33,07;0.23000
7;SO45665   ;1;EUR 1306;EUR 83,46;0.23000
5;SO45818   ;7;EUR 200;EUR 83,6;0.23000
13;SO44823   ;10;EUR 399;EUR 61,67;0.23000
2;SO45141   ;10;EUR 850;EUR 89,25;0.23000
9;SO45428   ;1;EUR 503,96;EUR 87,46;0.23000
8;SO45946   ;7;EUR 1954,74;EUR 98,31;0.23000
12;SO46000   ;10;EUR 299,99;EUR 90,82;0.23000
9;SO45178   ;8;EUR 503,96;EUR 55,33;0.23000
7;SO45667   ;7;EUR 1306;EUR 78,26;0.23000
11;SO45847   ;1;EUR 433,33;EUR 76,52;0.23000
12;SO45996   ;1;EUR 299,99;EUR 88,94;0.23000
11;SO45020   ;8;EUR 433,33;EUR 64,55;0.23000
12;SO45193   ;10;EUR 299,99;EUR 30,12;0.23000
12;SO45396   ;1;EUR 299,99;EUR 83,95;0.23000
13;SO44876   ;7;EUR 399;EUR 91,83;0.23000
2;SO44979   ;9;EUR 850;EUR 80,6;0.23000
13;SO45358   ;2;EUR 399;EUR 97,07;0.23000
6;SO45394   ;4;EUR 2229,5;EUR 100,64;0.23000
12;SO45507   ;3;EUR 299,99;EUR 42,16;0.23000
6;SO44961   ;5;EUR 2229,5;EUR 99,26;0.23000
6;SO45010   ;8;EUR 2229,5;EUR 34,3;0.23000
12;SO45690   ;3;EUR 299,99;EUR 43,47;0.23000
10;SO45744   ;1;EUR 1490;EUR 49,11;0.23000
6;SO45971   ;6;EUR 2229,5;EUR 95,67;0.23000
12;SO45410   ;10;EUR 299,99;EUR 98,61;0.23000
9;SO45508   ;1;EUR 503,96;EUR 82,72;0.23000
10;SO44809   ;1;EUR 1490;EUR 92,41;0.23000
8;SO45004   ;5;EUR 1954,74;EUR 90,49;0.23000
8;SO45455   ;7;EUR 1954,74;EUR 85,4;0.23000
3;SO45712   ;7;EUR 99,99;EUR 83,03;0.23000
6;SO45431   ;6;EUR 2229,5;EUR 100,74;0.23000
4;SO45595   ;9;EUR 1159,9;EUR 65,31;0.23000
7;SO45633   ;10;EUR 1306;EUR 52,73;0.23000
3;SO45770   ;3;EUR 99,99;EUR 97,74;0.23000
2;SO45349   ;9;EUR 850;EUR 66,61;0.23000
13;SO45697   ;8;EUR 399;EUR 86,65;0.23000
6;SO45169   ;2;EUR 2229,5;EUR 95,69;0.23000
13;SO45678   ;8;EUR 399;EUR 68,34;0.23000
4;SO45910   ;10;EUR 1159,9;EUR 89,21;0.23000
8;SO45485   ;10;EUR 1954,74;EUR 34,89;0.23000
12;SO45204   ;4;EUR 299,99;EUR 71,98;0.23000
13;SO45236   ;5;EUR 399;EUR 30,26;0.23000
11;SO45167   ;2;EUR 433,33;EUR 46,59;0.23000
11;SO45392   ;5;EUR 433,33;EUR 64,09;0.23000
5;SO46124   ;10;EUR 200;EUR 79,17;0.23000
7;SO45414   ;1;EUR 1306;EUR 32,71;0.23000
11;SO45504   ;10;EUR 433,33;EUR 58,28;0.23000
2;SO44879   ;2;EUR 850;EUR 92,25;0.23000
2;SO45489   ;1;EUR 850;EUR 76,01;0.23000
13;SO45132   ;9;EUR 399;EUR 37,37;0.23000
10;SO45698   ;7;EUR 1490;EUR 39,64;0.23000
8;SO45888   ;5;EUR 1954,74;EUR 79,22;0.23000
5;SO46179   ;2;EUR 200;EUR 65,98;0.23000
13;SO46230   ;8;EUR 399;EUR 86,43;0.23000
7;SO46160   ;10;EUR 1306;EUR 36,88;0.23000
10;SO46167   ;9;EUR 1490;EUR 59,16;0.23000
8;SO46198   ;10;EUR 1954,74;EUR 47,96;0.23000
11;SO46197   ;3;EUR 433,33;EUR 62,24;0.23000
8;SO46292   ;6;EUR 1954,74;EUR 33,94;0.23000
8;SO46200   ;10;EUR 1954,74;EUR 83,92;0.23000
3;SO46287   ;1;EUR 99,99;EUR 79,22;0.23000
13;SO46279   ;7;EUR 399;EUR 96,94;0.23000
4;SO46312   ;2;EUR 1159,9;EUR 91,85;0.23000
8;SO46177   ;10;EUR 1954,74;EUR 89,03;0.23000
14;SO46178   ;8;EUR 679,99;EUR 45,87;0.23000
5;SO46131   ;6;EUR 200;EUR 53,79;0.23000
8;SO46145   ;7;EUR 1954,74;EUR 41,36;0.23000
7;SO46261   ;10;EUR 1306;EUR 72,47;0.23000
4;SO46395   ;9;EUR 1159,9;EUR 61,81;0.23000
14;SO46130   ;3;EUR 679,99;EUR 37,29;0.23000
11;SO46195   ;2;EUR 433,33;EUR 53,86;0.23000
11;SO46294   ;2;EUR 433,33;EUR 53,47;0.23000
12;SO46242   ;4;EUR 299,99;EUR 45,44;0.23000
6;SO46140   ;9;EUR 2229,5;EUR 90,83;0.23000
12;SO46218   ;2;EUR 299,99;EUR 86,86;0.23000
7;SO46152   ;4;EUR 1306;EUR 77,74;0.23000
13;SO46260   ;8;EUR 399;EUR 82,69;0.23000
4;SO46171   ;6;EUR 1159,9;EUR 77,71;0.23000
10;SO46281   ;8;EUR 1490;EUR 76,27;0.23000
7;SO46221   ;3;EUR 1306;EUR 72,53;0.23000
3;SO46192   ;5;EUR 99,99;EUR 39,38;0.23000
15;SO46264   ;7;EUR 588;EUR 97,59;0.23000
13;SO46158   ;6;EUR 399;EUR 53,03;0.23000
7;SO46231   ;8;EUR 1306;EUR 39,22;0.23000
15;SO46293   ;4;EUR 588;EUR 37,09;0.23000
5;SO46295   ;5;EUR 200;EUR 41,84;0.23000
6;SO46252   ;8;EUR 2229,5;EUR 32,15;0.23000
7;SO46149   ;2;EUR 1306;EUR 30,24;0.23000
13;SO46297   ;2;EUR 399;EUR 83,77;0.23000
3;SO46782   ;9;EUR 99,99;EUR 71,81;0.23000
16;SO47642   ;5;EUR 780;EUR 83,83;0.23000
21;SO47809   ;3;EUR 1159;EUR 70,93;0.23000
6;SO46899   ;4;EUR 2229,5;EUR 96,55;0.23000
16;SO47301   ;8;EUR 780;EUR 36,18;0.23000
16;SO47742   ;6;EUR 780;EUR 90,75;0.23000
3;SO47812   ;5;EUR 99,99;EUR 46,88;0.23000
18;SO47865   ;5;EUR 1299,99;EUR 69,26;0.23000
14;SO46813   ;9;EUR 679,99;EUR 82,33;0.23000
6;SO48256   ;9;EUR 2229,5;EUR 56,69;0.23000
12;SO47621   ;10;EUR 299,99;EUR 99,82;0.23000
19;SO47128   ;10;EUR 103,54;EUR 51,61;0.23000
3;SO47617   ;2;EUR 99,99;EUR 83,45;0.23000
19;SO48136   ;4;EUR 103,54;EUR 91,94;0.23000
10;SO48174   ;4;EUR 1490;EUR 74,11;0.23000
3;SO46827   ;3;EUR 99,99;EUR 57,49;0.23000
15;SO47182   ;8;EUR 588;EUR 91,41;0.23000
21;SO47298   ;7;EUR 1159;EUR 75,46;0.23000
3;SO47342   ;5;EUR 99,99;EUR 34,47;0.23000
9;SO47593   ;5;EUR 503,96;EUR 63,46;0.23000
3;SO48281   ;10;EUR 99,99;EUR 80,51;0.23000
14;SO47346   ;5;EUR 679,99;EUR 38,12;0.23000
6;SO46700   ;2;EUR 2229,5;EUR 88,17;0.23000
21;SO46725   ;8;EUR 1159;EUR 58,7;0.23000
3;SO47181   ;5;EUR 99,99;EUR 78,24;0.23000
14;SO47497   ;7;EUR 679,99;EUR 67,95;0.23000
6;SO48137   ;6;EUR 2229,5;EUR 94,4;0.23000
8;SO47143   ;6;EUR 1954,74;EUR 80,84;0.23000
6;SO48267   ;3;EUR 2229,5;EUR 33,01;0.23000
8;SO46883   ;4;EUR 1954,74;EUR 32,82;0.23000
6;SO46902   ;1;EUR 2229,5;EUR 32,07;0.23000
14;SO47917   ;8;EUR 679,99;EUR 95,17;0.23000
3;SO48138   ;7;EUR 99,99;EUR 67,98;0.23000
19;SO46714   ;5;EUR 103,54;EUR 36,21;0.23000
3;SO47268   ;6;EUR 99,99;EUR 65,59;0.23000
3;SO47643   ;8;EUR 99,99;EUR 38,24;0.23000
6;SO47899   ;4;EUR 2229,5;EUR 71,27;0.23000
22;SO48175   ;5;EUR 1306;EUR 54,2;0.23000
13;SO46740   ;5;EUR 399;EUR 86,38;0.23000
6;SO46871   ;6;EUR 2229,5;EUR 64,47;0.23000
18;SO47284   ;7;EUR 1299,99;EUR 97,72;0.23000
12;SO47735   ;1;EUR 299,99;EUR 59,12;0.23000
20;SO47759   ;1;EUR 819;EUR 49,87;0.23000
6;SO48162   ;9;EUR 2229,5;EUR 73,22;0.23000
19;SO47210   ;10;EUR 103,54;EUR 72,02;0.23000
21;SO46879   ;3;EUR 1159;EUR 34,44;0.23000
6;SO46905   ;3;EUR 2229,5;EUR 66,34;0.23000
17;SO47148   ;10;EUR 469;EUR 50,48;0.23000
17;SO47785   ;1;EUR 469;EUR 81,11;0.23000
3;SO48195   ;7;EUR 99,99;EUR 84,5;0.23000
12;SO48268   ;1;EUR 299,99;EUR 77,47;0.23000
8;SO47840   ;5;EUR 1954,74;EUR 35,74;0.23000
11;SO47923   ;8;EUR 433,33;EUR 31,33;0.23000
3;SO48250   ;7;EUR 99,99;EUR 84,11;0.23000
13;SO46874   ;2;EUR 399;EUR 57,07;0.23000
8;SO47316   ;7;EUR 1954,74;EUR 51,1;0.23000
11;SO46789   ;5;EUR 433,33;EUR 63,55;0.23000
6;SO47619   ;4;EUR 2229,5;EUR 33,41;0.23000
11;SO47854   ;4;EUR 433,33;EUR 99,25;0.23000
12;SO48131   ;8;EUR 299,99;EUR 62,47;0.23000
16;SO48213   ;8;EUR 780;EUR 77,49;0.23000
6;SO47614   ;7;EUR 2229,5;EUR 37,22;0.23000
14;SO47837   ;9;EUR 679,99;EUR 42,68;0.23000
20;SO47309   ;5;EUR 819;EUR 88,49;0.23000
11;SO47590   ;9;EUR 433,33;EUR 75,6;0.23000
3;SO48228   ;10;EUR 99,99;EUR 53,5;0.23000
17;SO47295   ;9;EUR 469;EUR 85,44;0.23000
8;SO47329   ;10;EUR 1954,74;EUR 40,47;0.23000
22;SO47896   ;6;EUR 1306;EUR 80,88;0.23000
6;SO47930   ;9;EUR 2229,5;EUR 91,07;0.23000
13;SO48412   ;8;EUR 399;EUR 69,29;0.23000
9;SO47151   ;6;EUR 503,96;EUR 50,38;0.23000
20;SO47492   ;9;EUR 819;EUR 84,03;0.23000
3;SO47858   ;2;EUR 99,99;EUR 81,04;0.23000
8;SO48172   ;7;EUR 1954,74;EUR 77,15;0.23000
10;SO46811   ;8;EUR 1490;EUR 68,68;0.23000
15;SO46825   ;10;EUR 588;EUR 74,9;0.23000
